#Variables:
#pr_bcc-csm1-1_rcp85(mm):Monthly Precipitation Amount
#pr_CNRM-CM5_rcp85(mm):Monthly Precipitation Amount
#pr_inmcm4_rcp85(mm):Monthly Precipitation Amount
#pr_MIROC-ESM_rcp85(mm):Monthly Precipitation Amount
#pr_NorESM1-M_rcp85(mm):Monthly Precipitation Amount
"#Data Extracted for Average over Grid Cell w/ center: 34.2296 Latitude, -83.9811 Longitude (closest value to Latitude:34.2219, Longitude:-83.9691) "
#Original Data File(s):
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_MIROC-ESM_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,pr_bcc-csm1-1_rcp85(mm),pr_CNRM-CM5_rcp85(mm),pr_inmcm4_rcp85(mm),pr_MIROC-ESM_rcp85(mm),pr_NorESM1-M_rcp85(mm)"
""
yyyy-mm-dd,pr_bcc-csm1-1_rcp85(mm),pr_CNRM-CM5_rcp85(mm),pr_inmcm4_rcp85(mm),pr_MIROC-ESM_rcp85(mm),pr_NorESM1-M_rcp85(mm)
2077-03-15,36.516541,182.239136,135.181244,80.061317,156.427002
2077-04-15,46.183178,102.310616,305.367950,115.522682,108.679459
2077-05-15,52.832569,122.876854,135.698822,117.714523,63.850845
2077-06-15,138.638474,237.563477,134.514603,65.821564,133.022812
2077-07-15,15.691854,315.792023,108.321297,200.135391,218.258774
2077-08-15,11.521873,738.749573,173.320419,188.103500,225.893814
2077-09-15,100.844170,221.545486,53.276466,239.196198,34.946877
2077-10-15,164.595978,45.784840,32.505894,108.086716,159.223877
2077-11-15,33.423557,66.021797,220.363251,74.167084,39.631748
2077-12-15,60.159603,196.241898,140.545593,197.033203,87.850227
2078-01-15,121.027374,81.744705,212.322647,97.882271,158.061493
2078-02-15,160.928604,89.273605,57.008881,208.821701,125.259033
2078-03-15,94.013206,59.002121,168.776550,80.728172,203.872955
2078-04-15,256.129639,74.249184,94.226357,148.332169,289.598511
2078-05-15,143.848862,77.944267,176.280518,122.212723,113.306320
2078-06-15,126.981613,54.739731,112.295227,128.869934,107.732994
2078-07-15,116.106102,80.885086,143.455368,49.720154,79.694237
2078-08-15,146.272583,27.595329,63.077114,196.250793,67.701958
2078-09-15,103.355087,128.866364,15.523026,29.343122,175.786942
2078-10-15,51.224937,122.215393,45.248531,169.144943,69.478661
2078-11-15,100.328461,115.151718,41.930164,103.703163,170.283279
2078-12-15,174.351868,64.245377,80.704666,79.348953,110.746307
2079-01-15,133.247650,133.179077,100.475998,133.435776,59.154438
2079-02-15,142.753006,152.289978,159.859131,101.998314,102.884445
2079-03-15,126.364601,178.897552,117.957520,154.903458,205.506516
2079-04-15,262.140350,209.474091,154.439529,257.300781,53.712765
2079-05-15,40.280945,60.056625,86.668602,127.658485,39.924744
2079-06-15,131.889069,179.171494,51.039024,186.158813,83.648895
2079-07-15,64.164268,100.539047,150.345215,14.014891,106.842293
2079-08-15,104.311478,129.772690,122.074356,34.583763,69.471901
2079-09-15,138.332550,14.027554,44.707237,147.183960,226.944183
2079-10-15,41.512405,19.499041,174.285645,71.529938,147.160004
2079-11-15,174.657211,163.206467,35.868370,102.612923,103.463364
2079-12-15,77.578537,179.965851,98.901810,59.320805,69.776390
2080-01-15,184.233032,136.092911,209.430847,56.223454,105.569550
2080-02-15,81.883179,131.007080,90.064232,171.200592,13.480501
2080-03-15,178.403854,209.673569,121.728554,46.747581,44.456722
2080-04-15,42.652115,52.355473,86.199783,136.963608,49.886127
2080-05-15,16.171349,92.168953,145.094223,77.153961,162.365143
2080-06-15,18.394218,194.495392,93.831497,74.952507,134.294693
2080-07-15,118.319435,113.648529,120.825386,157.479843,32.107296
2080-08-15,59.823875,57.977409,41.218742,89.758308,164.307999
2080-09-15,61.402107,5.640298,140.263336,343.117126,208.787308
2080-10-15,67.901619,215.300659,265.344604,90.206436,142.552231
2080-11-15,342.742126,26.547571,168.461853,91.141243,110.234406
2080-12-15,208.654541,90.280418,84.161263,87.023331,70.020432
2081-01-15,155.962891,137.206512,155.640930,148.611923,159.062027
2081-02-15,181.214615,193.661942,257.642303,177.058334,28.739283
2081-03-15,78.729942,215.561600,81.124260,255.743164,273.733887
2081-04-15,172.577240,50.910381,52.133251,217.555008,143.059006
2081-05-15,64.071159,132.423981,80.776436,63.663368,235.339172
2081-06-15,24.756443,109.324394,99.437141,109.079994,208.912277
2081-07-15,122.177864,14.825200,29.133326,50.956726,272.813141
2081-08-15,29.292217,132.528412,56.981152,38.826488,36.976048
2081-09-15,183.622192,195.426071,30.726431,130.982346,188.545197
2081-10-15,107.245514,51.628139,103.493500,100.054161,323.798950
2081-11-15,43.523422,98.001221,100.809776,109.996956,119.419586
2081-12-15,143.948959,49.567585,55.647346,148.463440,167.170792
2082-01-15,189.570374,224.005035,200.952881,119.419609,39.465374
2082-02-15,222.549805,80.265388,91.024399,33.333111,37.667507
2082-03-15,163.271606,143.178543,339.251007,110.139404,185.023056
2082-04-15,37.375904,34.921787,254.892365,35.989140,47.074398
2082-05-15,141.580429,93.936554,367.975006,62.867546,322.536713
2082-06-15,111.180450,93.329063,98.522316,103.638718,73.764572
2082-07-15,40.518837,90.023338,85.398277,70.227043,170.028763
2082-08-15,106.019409,102.729462,131.112564,104.948303,58.076317
2082-09-15,83.086937,298.908844,112.772346,126.856110,37.632694
2082-10-15,63.917599,113.063797,6.092877,99.616867,174.454407
2082-11-15,101.280334,58.106071,13.525431,29.011440,78.943520
2082-12-15,73.325623,135.924866,191.225037,165.967041,139.444107
2083-01-15,122.638191,71.285851,64.205826,110.471428,121.557541
2083-02-15,64.088882,110.084122,185.843506,209.482956,178.084381
2083-03-15,75.197762,215.907272,50.121876,224.569244,117.793510
2083-04-15,269.480835,87.957359,30.018970,145.843246,30.429617
2083-05-15,165.766144,182.291580,33.962753,14.420961,80.541862
2083-06-15,79.456856,73.094978,38.542850,70.157379,75.273956
2083-07-15,83.115417,68.597084,97.127647,49.548393,188.725830
2083-08-15,9.408793,171.971344,141.569321,215.075806,125.399422
2083-09-15,32.132748,378.705505,10.171498,224.454315,256.667114
2083-10-15,38.243591,251.222992,158.360184,104.427658,59.746033
2083-11-15,133.452713,89.751450,211.121735,60.192585,75.744415
2083-12-15,281.146698,144.090973,113.603722,93.381920,37.223415
2084-01-15,42.652370,158.196548,252.401108,65.891609,366.233490
2084-02-15,183.358749,54.193874,93.449524,99.073654,142.243240
2084-03-15,175.282333,316.650452,98.654335,177.288681,38.741821
2084-04-15,37.956120,164.075058,184.734848,109.078392,117.349205
2084-05-15,8.944980,120.843437,46.841438,117.913368,183.207947
2084-06-15,75.392906,61.829620,213.955185,209.901825,168.584320
2084-07-15,92.044197,65.704918,67.765015,95.513466,41.411690
2084-08-15,91.704483,83.596596,61.755882,106.026024,20.110909
2084-09-15,157.349747,139.074982,179.401642,101.208420,129.099258
2084-10-15,197.928680,28.162294,28.146332,146.403046,161.134048
2084-11-15,190.888184,60.774681,53.155735,109.967079,32.729107
2084-12-15,9.387351,79.459534,58.073879,99.267441,110.895920
2085-01-15,221.951523,126.833511,202.742142,72.784012,146.855972
2085-02-15,42.135017,116.004318,39.804039,132.875839,62.183529
2085-03-15,107.917175,131.358322,86.583458,200.395538,29.254707
2085-04-15,119.165192,43.025032,43.062801,140.379349,44.752003
2085-05-15,110.723022,80.252609,103.652199,101.452797,192.900528
2085-06-15,23.531235,155.279205,58.834660,66.893410,158.042114
2085-07-15,75.834465,15.981271,121.382950,30.276909,53.555553
2085-08-15,21.418926,78.183548,90.451561,50.430798,113.642082
2085-09-15,45.787853,155.058304,279.478943,165.033615,28.943892
2085-10-15,33.165432,14.393542,143.911804,48.102253,174.851028
2085-11-15,64.771843,162.944397,187.438828,83.574097,254.188538
2085-12-15,21.169201,154.330170,39.168503,152.779282,200.236053
2086-01-15,132.450897,179.618103,213.826706,55.434475,144.409882
2086-02-15,62.497780,207.372055,143.972717,119.707603,95.011208
2086-03-15,66.024399,112.447517,64.910309,143.685226,114.634377
2086-04-15,66.631325,188.202362,97.754013,109.731865,161.587952
2086-05-15,86.517677,94.069496,141.412781,80.360657,326.772522
2086-06-15,31.249500,309.935883,144.091827,51.862133,81.463516
2086-07-15,109.904060,172.992065,28.817963,62.143379,9.860918
2086-08-15,67.381653,50.508919,118.869331,81.157509,87.789207
2086-09-15,57.073490,232.685577,51.208866,99.189232,130.642609
2086-10-15,45.763420,465.730194,31.532207,67.655617,66.122231
2086-11-15,156.486420,252.084610,60.045723,66.879921,94.510254
2086-12-15,101.637741,246.037643,77.600861,194.332565,47.719803
2087-01-15,211.870956,108.518936,145.906601,102.165054,278.146851
2087-02-15,64.035965,74.794083,82.770027,188.452835,229.251266
2087-03-15,141.249924,313.640411,271.495117,179.678757,147.922150
2087-04-15,112.578026,250.949890,85.113129,67.465462,56.082932
2087-05-15,178.463806,35.745434,97.623177,17.421997,56.713776
2087-06-15,122.861626,344.698151,97.543396,111.147057,85.810822
2087-07-15,58.293377,158.520248,36.137424,102.328094,101.485001
2087-08-15,48.082401,101.609070,59.794037,92.799072,333.115723
2087-09-15,287.406677,100.813469,71.590515,49.652866,296.414429
2087-10-15,76.109596,111.333977,132.766190,73.987038,56.581913
2087-11-15,116.503174,11.040040,215.575424,33.585079,229.946671
2087-12-15,125.296638,184.827744,139.162766,104.792923,188.854614
2088-01-15,126.900719,76.866661,117.703644,128.595459,123.831985
2088-02-15,52.042358,160.946152,86.118996,94.930916,194.293320
2088-03-15,53.588383,145.792038,119.064476,304.658173,161.981216
2088-04-15,28.317951,169.995529,59.269032,111.415695,121.719627
2088-05-15,73.102394,133.225937,7.147703,229.790817,220.944092
2088-06-15,36.037071,138.842957,20.661777,39.367775,21.705698
2088-07-15,173.230591,76.594353,91.524246,135.512436,98.544495
2088-08-15,136.839828,43.014034,2.267915,81.807816,56.497272
2088-09-15,30.389952,87.203621,15.929945,143.760086,274.006958
2088-10-15,94.996918,146.345795,54.691521,75.977066,5.227278
2088-11-15,30.487810,85.680023,48.460819,119.357307,20.354702
2088-12-15,69.512589,196.768921,109.442596,123.003372,114.565842
2089-01-15,174.888870,192.337326,240.632019,186.320084,47.997562
2089-02-15,152.853836,113.350677,90.084740,164.669281,5.816084
2089-03-15,116.229881,94.204094,168.517471,135.480530,67.585312
2089-04-15,87.364777,134.271317,40.186470,121.078644,102.281380
2089-05-15,28.324179,207.671631,44.837749,120.853661,81.452614
2089-06-15,55.912823,46.882977,98.224419,218.133881,102.252686
2089-07-15,161.328140,137.808578,164.649567,213.040283,198.170776
2089-08-15,62.809853,77.163506,130.520142,129.300278,177.726913
2089-09-15,99.487373,109.090324,23.534325,70.535965,35.980206
2089-10-15,331.899384,179.392776,63.459591,51.668304,179.073578
2089-11-15,191.744934,87.150848,111.247719,58.146488,231.776169
2089-12-15,145.611313,145.173477,113.301529,159.347549,66.526329
2090-01-15,85.871872,143.620712,140.330139,132.573624,51.379906
2090-02-15,24.476442,119.880913,145.298264,81.871368,163.522751
2090-03-15,33.951492,78.054245,67.627098,165.416473,29.820873
2090-04-15,17.236151,68.622849,90.067520,58.303986,204.859207
2090-05-15,23.071239,184.635635,41.937500,178.254822,83.936501
2090-06-15,63.332001,67.075432,3.743543,124.480652,60.902752
2090-07-15,53.526783,77.755386,94.404922,55.985695,30.346481
2090-08-15,77.080193,155.224411,127.922897,143.468140,149.440186
2090-09-15,117.242683,167.387634,162.950516,152.601105,133.731644
2090-10-15,121.126350,90.761948,44.609974,52.411522,332.685364
2090-11-15,146.164429,170.487976,31.725765,45.561020,128.341751
2090-12-15,68.422157,166.310623,84.037109,76.220749,146.035110
2091-01-15,90.909103,83.596848,103.817657,198.793137,82.332146
2091-02-15,232.954605,242.674438,66.825478,73.697983,98.958000
2091-03-15,221.056107,126.035278,157.745392,204.733063,156.037781
2091-04-15,120.304527,91.252998,22.778559,74.025803,172.068832
2091-05-15,18.618244,162.396698,40.411232,44.198349,130.969742
2091-06-15,39.044891,129.453949,91.373421,20.105633,83.676651
2091-07-15,35.310867,158.332703,45.129948,15.859863,148.119019
2091-08-15,103.398544,244.461670,53.921314,82.014412,129.109192
2091-09-15,43.516804,63.826839,411.403717,82.722031,57.353420
2091-10-15,74.379478,18.195614,105.351700,28.486906,89.855377
2091-11-15,125.275200,58.571026,116.317390,131.749649,35.583233
2091-12-15,224.650284,110.802567,137.323502,25.291367,131.470673
2092-01-15,118.397911,133.061798,49.532776,136.897293,129.381348
2092-02-15,80.482582,59.957630,129.820938,85.070557,104.808258
2092-03-15,133.587997,192.423264,248.461960,273.299866,248.481293
2092-04-15,184.619537,34.576458,297.661835,168.188019,144.062347
2092-05-15,79.454720,125.008041,82.813377,50.280933,176.409897
2092-06-15,25.951281,95.882965,113.723717,116.487610,75.179733
2092-07-15,15.991593,372.911285,158.659592,101.473396,307.273651
2092-08-15,64.054619,138.214752,77.130241,100.264336,171.587982
2092-09-15,72.126457,101.993484,82.414581,82.969315,388.337952
2092-10-15,66.370964,234.370499,68.644432,72.685020,143.414200
2092-11-15,131.060181,104.407463,111.249100,103.272545,126.950478
2092-12-15,126.649231,134.294052,66.964249,166.040100,12.879149
2093-01-15,330.543304,203.833023,64.531944,268.709656,333.195923
2093-02-15,106.835655,228.999710,103.362633,35.000145,76.079346
2093-03-15,147.395187,119.355103,124.354774,179.453140,129.526550
2093-04-15,83.414948,77.511665,55.162880,62.555794,103.602371
2093-05-15,119.980797,245.914612,215.891617,37.104168,200.739883
2093-06-15,60.411774,125.717216,138.333374,103.985817,129.516006
2093-07-15,95.788895,46.202847,38.819721,142.987595,149.697388
2093-08-15,34.802814,192.985489,255.845993,73.231674,28.884510
2093-09-15,166.113220,113.899963,119.205307,129.649719,351.447327
2093-10-15,107.327652,468.218506,215.767090,36.046150,131.152893
2093-11-15,17.965189,108.688774,34.106834,17.566057,139.222794
2093-12-15,94.766869,163.755890,46.830547,65.221069,75.071663
2094-01-15,66.455765,93.850143,109.533020,54.904758,71.282562
2094-02-15,93.644608,127.224236,243.177689,149.671021,94.232002
2094-03-15,146.093201,85.615845,157.633408,76.424110,106.292534
2094-04-15,216.833755,155.199554,42.138012,129.181015,56.758480
2094-05-15,174.128342,25.467510,150.542694,54.086384,162.706512
2094-06-15,45.762573,115.070107,93.695473,64.663330,94.051971
2094-07-15,21.632446,53.883728,143.449738,86.925591,121.912849
2094-08-15,235.269455,192.531647,69.452217,70.796463,129.764191
2094-09-15,21.037838,168.392120,246.300949,49.527233,75.651962
2094-10-15,117.415596,158.347107,222.402924,63.263157,227.752594
2094-11-15,145.441711,21.930307,96.550659,119.003380,48.571499
2094-12-15,123.450447,119.823212,214.887192,52.370205,428.141876
2095-01-15,283.721069,73.218704,106.937355,184.170746,115.375977
2095-02-15,88.962959,119.257484,42.992889,252.740265,151.937485
2095-03-15,112.952736,126.129883,199.226364,100.914299,190.900635
2095-04-15,78.436401,252.753860,357.301239,289.614746,145.264572
2095-05-15,130.694092,54.698242,192.999588,53.234322,356.096893
2095-06-15,60.706741,24.925341,215.461945,30.341459,24.946693
2095-07-15,141.778259,6.683976,115.331772,25.302326,169.114166
2095-08-15,56.341690,76.763390,91.955879,198.302521,142.752594
2095-09-15,57.682423,168.335297,192.098648,138.874313,167.074219
2095-10-15,239.214249,24.389679,172.727432,109.588783,231.920288
2095-11-15,163.498596,164.414948,32.724518,118.963135,14.097824
2095-12-15,78.839661,257.370911,36.647331,82.879547,261.925232
