#Variables:
#pr_bcc-csm1-1_rcp85(mm):Monthly Precipitation Amount
#pr_CNRM-CM5_rcp85(mm):Monthly Precipitation Amount
#pr_inmcm4_rcp85(mm):Monthly Precipitation Amount
#pr_MIROC-ESM_rcp85(mm):Monthly Precipitation Amount
#pr_NorESM1-M_rcp85(mm):Monthly Precipitation Amount
"#Data Extracted for Average over Grid Cell w/ center: 34.2296 Latitude, -83.9811 Longitude (closest value to Latitude:34.2219, Longitude:-83.9691) "
#Original Data File(s):
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_MIROC-ESM_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,pr_bcc-csm1-1_rcp85(mm),pr_CNRM-CM5_rcp85(mm),pr_inmcm4_rcp85(mm),pr_MIROC-ESM_rcp85(mm),pr_NorESM1-M_rcp85(mm)"
""
yyyy-mm-dd,pr_bcc-csm1-1_rcp85(mm),pr_CNRM-CM5_rcp85(mm),pr_inmcm4_rcp85(mm),pr_MIROC-ESM_rcp85(mm),pr_NorESM1-M_rcp85(mm)
2010-07-15,42.142094,168.073349,166.092133,136.121277,98.619171
2010-08-15,200.673096,121.014420,135.048508,41.711086,95.885620
2010-09-15,127.153725,105.754456,12.073533,68.696793,389.602997
2010-10-15,40.618984,157.920746,124.773903,118.662811,98.604607
2010-11-15,189.686951,161.197815,226.079422,131.522751,186.702911
2010-12-15,196.800415,132.038757,84.839920,104.958542,162.734406
2011-01-15,105.986977,44.709190,17.697960,189.870773,59.729706
2011-02-15,87.009727,57.624142,154.926315,47.836937,36.374577
2011-03-15,157.376846,97.468323,202.133972,115.436798,93.663658
2011-04-15,117.760628,192.217148,82.819153,107.065498,107.865013
2011-05-15,163.152313,13.424988,140.376328,85.693893,100.561317
2011-06-15,49.004066,270.044891,44.277287,42.269169,101.927147
2011-07-15,39.833218,159.502563,86.363411,20.174221,32.059139
2011-08-15,41.507652,53.471859,53.109257,29.559406,247.963547
2011-09-15,2.689262,123.236023,4.501933,24.415619,123.943184
2011-10-15,168.539490,242.335358,65.303856,125.454407,70.951584
2011-11-15,25.980185,196.275131,74.869431,140.924072,47.231766
2011-12-15,65.938110,45.505192,106.561432,144.772919,78.234787
2012-01-15,201.255524,101.891418,91.676865,68.659500,214.158630
2012-02-15,61.204678,190.410065,62.756252,102.379021,42.279667
2012-03-15,81.189789,169.407608,104.248436,100.867210,54.324905
2012-04-15,63.779980,58.823257,53.835079,92.637596,133.638443
2012-05-15,92.641441,58.767887,34.944256,136.351685,43.294010
2012-06-15,13.267070,114.393196,165.984116,207.320526,240.960800
2012-07-15,27.658310,61.837807,258.874664,202.059006,60.416103
2012-08-15,119.971756,59.867863,93.346329,70.993004,14.567082
2012-09-15,145.346344,113.198128,65.681221,293.071045,44.830379
2012-10-15,96.647362,118.853371,2.315129,20.482435,5.921679
2012-11-15,124.737930,18.378759,122.067596,144.266800,15.167691
2012-12-15,111.291435,158.160690,95.220222,122.018013,61.978592
2013-01-15,72.289497,84.311440,177.422714,79.193581,135.767578
2013-02-15,118.319862,171.654129,66.379303,22.308102,148.326599
2013-03-15,132.514450,168.139282,265.093781,105.117676,154.397308
2013-04-15,131.002548,63.522533,144.844040,101.545525,73.548073
2013-05-15,79.752678,73.094391,80.812866,93.141296,99.812782
2013-06-15,19.997322,138.177750,74.078087,32.904991,118.470360
2013-07-15,194.231308,132.493530,24.987625,12.388947,105.295113
2013-08-15,96.453026,164.699402,257.005707,78.186974,35.799816
2013-09-15,86.150322,168.649124,166.726532,57.672668,37.560776
2013-10-15,78.721512,77.617226,46.204155,104.300201,81.196739
2013-11-15,187.334732,46.452183,156.060455,92.256401,48.430763
2013-12-15,149.292831,84.835571,253.321899,107.812302,225.232056
2014-01-15,78.279884,111.676567,146.048782,61.481331,173.048172
2014-02-15,73.111092,75.876053,115.290489,126.572098,154.549484
2014-03-15,284.382324,207.940552,206.413910,213.318344,255.269455
2014-04-15,43.231701,21.218851,45.589508,82.012756,99.739983
2014-05-15,196.997086,241.465210,80.927116,18.262995,103.594910
2014-06-15,110.094040,101.601273,52.894726,28.174120,211.832184
2014-07-15,66.746178,39.349674,80.146400,13.707157,114.812836
2014-08-15,32.332088,198.273499,289.636475,57.324760,27.557886
2014-09-15,27.454393,183.837387,71.024567,94.162895,116.551048
2014-10-15,101.346741,86.992027,141.823410,120.070976,35.831139
2014-11-15,29.313478,101.886429,87.584038,32.230686,50.385227
2014-12-15,63.228821,75.817055,142.465958,267.733765,88.906403
2015-01-15,120.604881,96.673347,107.730560,100.017784,55.653454
2015-02-15,126.639595,154.968887,92.325493,171.631760,92.349403
2015-03-15,62.506577,260.528687,195.348770,121.507370,203.841019
2015-04-15,150.770065,19.735924,197.669006,157.609940,252.304245
2015-05-15,73.595505,273.535187,95.157616,108.741264,161.953445
2015-06-15,120.374977,47.732533,161.053680,147.972504,69.987732
2015-07-15,105.639206,250.896698,97.009644,149.334030,100.335884
2015-08-15,126.239265,38.524570,35.383118,190.466873,119.425354
2015-09-15,26.700136,95.902344,15.328113,111.246735,553.718384
2015-10-15,126.554512,174.612991,25.136560,26.938978,8.038886
2015-11-15,75.724625,73.343697,176.255600,104.926979,181.253311
2015-12-15,45.253147,123.405647,138.829010,142.032730,407.547119
2016-01-15,79.524994,50.260696,108.979263,104.607712,339.402985
2016-02-15,84.260696,93.153038,159.632675,119.948883,167.433517
2016-03-15,155.208603,148.808014,240.203598,204.106125,43.624012
2016-04-15,106.541641,152.701904,115.444992,180.326141,94.206947
2016-05-15,183.767151,128.190002,22.480682,85.582977,61.391209
2016-06-15,93.321243,67.734192,129.696136,96.186180,188.809525
2016-07-15,70.262863,151.479202,127.910721,168.158371,247.277802
2016-08-15,73.514648,29.432482,42.839260,153.429184,32.605076
2016-09-15,9.244972,82.762749,31.570705,190.522842,150.070602
2016-10-15,25.617819,123.615479,20.933540,137.328476,83.849190
2016-11-15,166.589676,58.214180,99.774666,96.129578,189.820724
2016-12-15,151.448410,111.145332,116.455513,40.324127,6.752955
2017-01-15,198.283981,70.961212,43.925861,155.784683,206.583542
2017-02-15,119.437416,89.317238,163.594482,102.641800,60.520744
2017-03-15,100.976494,83.906891,69.521858,150.629120,34.923626
2017-04-15,61.793564,274.720612,185.192978,157.559692,38.923183
2017-05-15,29.343300,70.821625,178.643784,109.244034,207.864487
2017-06-15,69.234604,147.868240,169.273453,228.501633,120.581070
2017-07-15,122.216629,97.490372,46.375015,51.845371,75.264572
2017-08-15,65.414413,274.410126,72.925499,23.510239,28.422716
2017-09-15,47.684303,266.974121,21.022886,121.373215,84.922783
2017-10-15,109.340454,40.603088,145.363922,95.485878,218.238281
2017-11-15,104.135429,57.343670,109.256912,81.008286,166.442154
2017-12-15,122.413933,43.502102,127.788841,121.392120,102.029663
2018-01-15,143.603317,116.607513,127.695648,83.193230,231.079071
2018-02-15,252.216705,111.981171,57.928066,154.937317,222.452026
2018-03-15,216.765091,240.772385,118.509071,108.416321,104.668343
2018-04-15,67.880676,96.029152,21.897791,47.144222,72.405029
2018-05-15,38.956425,100.016640,120.195641,55.535919,97.963562
2018-06-15,56.204170,75.252380,132.647736,121.598053,206.398788
2018-07-15,162.513428,31.225719,87.678787,141.376266,99.473228
2018-08-15,54.054024,80.690392,1.703493,37.411587,99.447929
2018-09-15,167.293610,146.468964,1.425121,134.646759,67.906609
2018-10-15,68.007263,21.570206,116.512825,107.855331,41.372143
2018-11-15,43.468681,103.635620,109.336639,174.626648,158.215988
2018-12-15,138.944641,106.642494,134.753571,146.295044,143.707581
2019-01-15,257.327057,69.150826,152.868317,161.017838,155.968140
2019-02-15,141.365372,80.794487,50.625191,69.740326,149.636093
2019-03-15,229.033112,163.912628,166.678619,101.002365,303.340668
2019-04-15,61.348515,210.177826,127.553070,159.327713,224.634445
2019-05-15,65.789459,84.872238,23.646339,100.007065,119.949036
2019-06-15,74.907333,99.831093,24.640623,201.112961,51.889500
2019-07-15,142.473740,42.312366,37.486073,107.993332,69.509651
2019-08-15,113.775543,20.358473,37.374836,97.413704,166.504333
2019-09-15,97.530945,2.405003,23.989420,218.516968,84.818352
2019-10-15,55.493305,24.619633,47.796238,52.789890,27.161757
2019-11-15,21.546141,37.803989,58.727863,53.579052,321.571381
2019-12-15,52.550358,71.668037,85.499725,117.886055,181.838837
2020-01-15,14.360181,155.615204,166.038666,91.169518,58.485699
2020-02-15,119.328300,98.520866,108.858521,65.843727,143.258224
2020-03-15,224.661697,141.827362,28.564571,260.518890,70.030052
2020-04-15,115.708855,166.986069,153.019760,154.033051,75.295570
2020-05-15,105.787453,57.787502,122.393440,13.691721,111.838051
2020-06-15,168.054901,117.232521,95.212845,21.712900,134.237900
2020-07-15,334.191681,109.594559,118.299370,61.594036,82.914200
2020-08-15,91.758087,79.141647,160.056671,29.539509,72.107399
2020-09-15,46.249413,24.690567,74.723953,37.933212,36.852287
2020-10-15,5.027517,52.942722,109.727119,129.557587,13.047215
2020-11-15,14.562505,24.355196,111.335342,78.866661,69.031898
2020-12-15,56.247234,121.354713,76.545029,68.031548,174.510330
2021-01-15,203.229019,241.039108,139.133072,81.223679,81.640152
2021-02-15,139.350525,189.226196,21.826849,32.796600,34.369740
2021-03-15,89.433647,91.971306,92.353500,83.025604,161.440277
2021-04-15,230.120697,135.155167,85.980400,93.246819,65.286552
2021-05-15,107.920578,45.593594,177.485611,228.410889,84.426765
2021-06-15,46.739811,85.015610,91.296082,60.185196,33.445213
2021-07-15,74.232300,95.416252,83.418060,53.370197,71.996086
2021-08-15,60.083523,115.746544,86.434486,72.309128,92.227707
2021-09-15,26.988012,129.459656,9.461426,104.250999,139.101044
2021-10-15,84.633591,124.835800,43.587505,23.496881,245.551514
2021-11-15,104.719719,320.122253,163.129013,66.734100,118.930458
2021-12-15,112.214569,90.502037,113.629257,98.502068,103.919106
2022-01-15,101.112907,253.153931,184.225296,70.976227,51.456264
2022-02-15,148.280289,134.702972,110.007553,185.736023,136.766754
2022-03-15,61.803047,66.424065,97.368233,72.912537,185.498810
2022-04-15,253.369568,110.485237,146.127670,166.212341,84.226791
2022-05-15,75.960304,34.778049,318.598206,130.992874,140.111328
2022-06-15,124.188957,113.518158,56.153561,74.015892,117.080597
2022-07-15,204.691025,52.409321,150.817078,51.144142,61.323299
2022-08-15,129.649094,17.495037,227.954346,20.578941,115.579369
2022-09-15,19.933668,66.103081,222.918533,52.742958,20.233906
2022-10-15,16.282093,70.558235,159.311859,44.404587,98.806129
2022-11-15,106.708374,102.016220,25.523273,67.866310,95.919609
2022-12-15,66.834328,97.985039,125.041786,104.076851,316.978333
2023-01-15,39.667786,122.052299,101.087669,111.792679,156.854156
2023-02-15,0.528144,196.172379,72.952911,141.870102,129.503815
2023-03-15,160.524139,55.456711,14.393496,167.512283,294.761169
2023-04-15,95.202362,31.954222,104.209244,131.676468,206.560699
2023-05-15,58.973122,157.327347,29.053244,67.871460,137.152115
2023-06-15,130.174835,56.015858,25.696409,103.148758,65.560112
2023-07-15,66.513496,92.450417,31.610174,109.942680,64.665398
2023-08-15,110.808083,64.750153,0.444626,74.785500,108.880844
2023-09-15,282.470795,91.654907,106.289505,63.905167,50.689091
2023-10-15,147.972946,7.085606,121.133209,53.180244,26.849554
2023-11-15,142.292450,53.264271,103.905769,32.745754,27.391378
2023-12-15,173.511963,60.147514,114.265617,144.487045,61.422867
2024-01-15,85.783340,110.180908,46.213253,114.527176,27.003407
2024-02-15,168.305878,213.354614,113.060455,76.833633,130.119400
2024-03-15,175.559021,131.510040,99.132973,86.980820,75.280022
2024-04-15,92.450836,157.192551,80.941521,47.783199,104.021835
2024-05-15,75.523460,76.152695,252.223022,71.912788,145.875381
2024-06-15,90.976128,174.689819,108.548378,44.627430,83.512695
2024-07-15,9.561831,77.521942,46.001564,143.818619,64.997208
2024-08-15,113.704117,350.558472,176.575668,158.277664,235.850021
2024-09-15,57.242310,90.397598,113.908005,130.163940,332.382385
2024-10-15,201.398666,123.240730,125.374290,85.445953,68.524452
2024-11-15,102.483887,42.839447,113.151825,56.909645,115.987152
2024-12-15,41.323933,153.830963,94.259239,114.757141,196.999664
2025-01-15,69.167625,111.053215,61.798584,118.109520,164.386429
2025-02-15,104.085060,51.276867,175.197525,82.237617,63.026684
2025-03-15,50.818848,217.319458,239.265320,232.113251,100.193398
2025-04-15,77.445137,163.375763,118.135422,110.229309,80.150848
2025-05-15,123.623520,42.045696,178.597244,135.913452,82.910538
2025-06-15,71.308327,112.042213,58.962486,162.832352,112.292664
2025-07-15,56.727364,113.530083,133.772812,161.992432,89.171646
2025-08-15,12.002283,61.243671,143.789993,117.537712,125.967033
2025-09-15,63.424297,316.336426,532.364563,123.638771,62.246437
2025-10-15,23.766144,86.935806,161.627060,144.106201,140.731918
2025-11-15,258.237549,146.982544,118.947861,124.686852,52.320152
2025-12-15,152.602859,208.319214,143.660629,313.670471,155.918594
2026-01-15,152.592957,165.083389,30.434019,171.491440,61.791821
2026-02-15,93.857620,123.550972,126.530403,89.971413,102.456589
2026-03-15,160.963333,200.219482,113.471718,104.820137,236.991730
2026-04-15,105.461983,126.774178,259.608459,75.622261,109.136383
2026-05-15,72.362747,143.592300,122.296692,110.794472,88.086601
2026-06-15,33.738480,150.062500,248.220306,108.694519,51.228661
2026-07-15,61.529621,89.912430,90.515076,210.945160,127.147057
2026-08-15,29.094860,247.698273,39.905037,77.495773,110.321342
2026-09-15,137.444962,79.263474,352.412994,223.012115,56.410927
2026-10-15,96.593987,181.552719,26.434444,44.706470,2.257354
2026-11-15,43.634007,78.236549,169.004196,179.389023,140.441788
2026-12-15,73.748756,132.685577,95.433304,115.968307,153.369354
2027-01-15,159.483612,157.003784,188.480499,83.816284,144.107605
2027-02-15,151.242279,143.753113,69.116936,227.614670,103.215904
2027-03-15,169.548706,68.365898,207.141891,68.228210,136.925247
2027-04-15,106.864601,32.294376,112.301323,35.855854,105.134247
2027-05-15,44.525208,129.741882,373.378174,61.933277,27.257677
2027-06-15,53.614006,359.028198,14.390728,177.546234,103.370789
2027-07-15,165.604630,141.313873,229.825897,90.320824,124.751045
2027-08-15,56.913811,83.546234,127.326508,78.712158,309.445374
2027-09-15,120.492233,124.736885,217.929886,15.141754,441.208862
2027-10-15,36.615665,104.031456,216.580307,80.000977,152.395645
2027-11-15,67.810646,112.922844,75.336990,122.992065,78.567223
2027-12-15,213.727234,58.835606,65.744110,98.472160,173.281342
2028-01-15,201.872025,131.258926,101.413574,60.704762,119.441765
2028-02-15,158.517929,44.047314,199.032501,113.877426,130.449249
2028-03-15,290.030151,54.416084,137.144089,101.897209,117.337425
2028-04-15,125.249596,115.236351,79.670174,96.347099,117.936310
2028-05-15,91.456688,33.718758,19.744453,71.743607,202.983002
2028-06-15,36.439392,21.717186,80.872681,139.112885,131.234222
2028-07-15,7.669386,75.752304,146.262054,231.841400,102.854843
2028-08-15,26.594143,52.809914,77.352837,101.225464,38.310299
2028-09-15,153.188934,113.031509,159.436844,71.999199,215.364517
2028-10-15,61.982220,196.525406,143.376175,150.923721,251.727325
2028-11-15,123.142929,237.377106,11.184847,74.996201,70.933693
2028-12-15,44.585121,30.724102,99.479111,77.710686,56.419914
2029-01-15,132.744537,84.793259,131.810028,63.486515,152.480103
2029-02-15,79.603676,101.305023,84.484482,171.788239,125.274521
2029-03-15,221.964355,184.855148,191.414764,27.584644,104.742882
2029-04-15,162.848618,142.782257,166.887772,71.231133,193.340698
2029-05-15,154.733322,103.503906,139.294525,119.959396,88.598122
2029-06-15,108.102959,65.340103,197.473053,110.352158,158.392303
2029-07-15,89.437347,160.952621,271.738342,23.949314,126.217781
2029-08-15,185.136642,162.270432,168.941742,40.063526,133.785538
2029-09-15,154.901459,34.796310,87.165970,61.539299,34.553478
2029-10-15,66.269707,147.551788,129.681076,186.230515,106.541229
2029-11-15,245.869125,40.450645,86.073997,125.826294,109.167244
2029-12-15,130.856018,218.982178,49.189819,125.830025,149.524353
2030-01-15,135.783661,175.962189,133.807877,63.043728,146.917160
2030-02-15,125.129440,37.927025,140.187973,70.358246,145.771545
2030-03-15,142.866074,253.095459,131.005127,175.152466,160.462570
2030-04-15,110.496078,49.343132,66.050980,103.712944,114.480164
2030-05-15,54.456287,114.098907,14.781330,125.549431,68.970497
2030-06-15,11.588140,116.400238,12.181003,128.223679,96.751648
2030-07-15,114.199898,240.426743,26.994549,154.794220,99.889198
2030-08-15,167.294724,55.842560,28.754576,89.400856,41.574898
2030-09-15,44.648701,104.527802,234.824783,5.433284,171.278976
2030-10-15,155.614975,120.378067,144.321335,197.903336,224.167511
2030-11-15,45.765656,146.129120,137.292526,36.364506,63.475086
2030-12-15,120.685623,169.286072,111.186333,166.433243,133.119949
2031-01-15,162.067307,142.384216,103.965591,152.931168,41.748550
2031-02-15,265.343750,218.782120,131.332428,105.167755,52.752728
2031-03-15,164.826187,110.802200,83.406609,143.046219,161.679596
2031-04-15,93.654121,84.126694,211.977905,122.702309,61.150707
2031-05-15,157.107697,69.275017,123.471779,84.718803,171.031525
2031-06-15,74.065750,153.822510,239.893112,20.243042,205.964737
2031-07-15,88.900513,114.036308,44.554810,273.744263,123.079529
2031-08-15,72.920067,162.425034,174.504227,63.574970,93.053696
2031-09-15,86.245674,63.821274,81.296173,170.735077,127.010269
2031-10-15,56.698101,107.809372,3.017722,90.618416,16.617765
2031-11-15,44.588490,195.646591,47.373013,86.495705,132.082428
2031-12-15,121.357094,111.766510,138.945297,163.337082,26.774994
2032-01-15,148.038177,152.703323,64.901489,282.076630,185.094330
2032-02-15,221.370087,243.982086,62.524532,150.100510,33.007103
2032-03-15,84.762489,210.455276,211.972717,114.411842,137.549271
2032-04-15,44.455799,140.011276,64.938911,41.500294,140.747314
2032-05-15,62.019119,169.203522,53.479580,65.239159,280.343170
2032-06-15,48.507557,27.068100,218.446426,66.685287,255.077164
2032-07-15,20.358234,154.873367,133.827957,271.180603,222.772354
2032-08-15,61.429749,86.184357,203.403915,205.138794,41.952156
2032-09-15,52.301823,114.667442,0.591546,105.131905,203.379852
2032-10-15,136.970444,212.165588,47.292004,379.542542,51.315304
2032-11-15,228.294830,117.914337,117.426720,101.428802,75.678749
2032-12-15,20.548071,60.341946,102.627708,126.231712,185.639496
2033-01-15,23.780903,56.616955,111.885864,197.241867,132.352005
2033-02-15,139.597427,264.656311,51.125599,103.654129,136.121964
2033-03-15,162.394165,148.122589,113.572975,164.090179,62.159149
2033-04-15,39.269150,140.356216,49.635941,118.814865,65.882126
2033-05-15,124.359055,138.697845,75.081764,4.180463,136.771927
2033-06-15,103.908699,138.383636,127.500610,142.270248,209.514709
2033-07-15,206.221527,78.955353,134.031464,158.794724,79.034241
2033-08-15,33.147430,138.069290,117.060585,216.629608,54.858387
2033-09-15,165.737701,24.205406,13.488101,93.398750,165.202942
2033-10-15,74.101913,134.686005,52.174129,308.973328,144.528732
2033-11-15,112.782021,53.663063,79.246880,25.047949,105.203125
2033-12-15,151.321259,96.940392,93.517944,91.627991,27.284351
2034-01-15,263.740479,109.718094,79.297310,134.165863,215.180817
2034-02-15,69.772865,161.901306,88.480156,158.206955,313.634460
2034-03-15,165.360306,74.559593,202.509979,123.347900,134.716644
2034-04-15,49.577114,240.074371,73.419777,198.073380,93.379829
2034-05-15,132.246109,137.441544,42.524956,67.787918,44.239761
2034-06-15,149.027466,128.107834,133.496338,113.647881,49.149639
2034-07-15,153.866257,140.919754,121.306091,130.809891,190.202423
2034-08-15,50.793076,211.979477,58.627731,118.674850,180.057053
2034-09-15,15.070935,120.576080,199.226166,187.932022,163.367844
2034-10-15,329.953064,84.966141,18.323938,90.139305,1.008672
2034-11-15,86.177101,83.690948,36.387638,86.711601,104.203148
2034-12-15,63.269840,72.917351,122.489746,185.854553,88.716179
2035-01-15,124.735847,73.768440,122.923203,230.627274,328.451660
2035-02-15,289.321960,55.665020,148.903656,90.883858,50.682636
2035-03-15,207.873642,98.887886,172.474594,106.214493,111.957443
2035-04-15,48.071659,57.917099,84.576378,195.306519,219.702621
2035-05-15,72.970894,44.818031,86.784744,117.366501,99.160690
2035-06-15,69.106956,28.919294,44.958965,38.102264,57.758629
2035-07-15,149.227097,150.659378,108.631477,43.531933,202.776352
2035-08-15,19.429169,221.047440,58.700470,278.926056,151.383011
2035-09-15,175.902466,105.179787,11.302902,139.002991,221.767273
2035-10-15,14.870175,342.271271,27.517092,80.689034,59.008862
2035-11-15,26.383461,123.579651,71.320381,118.976898,71.444710
2035-12-15,140.020416,178.804657,84.719360,142.573273,89.103439
2036-01-15,80.661270,211.443665,186.414108,125.725067,188.927643
2036-02-15,128.130035,105.502853,108.479889,161.083557,219.010971
2036-03-15,98.275024,135.022003,175.859085,167.308167,138.785797
2036-04-15,41.219852,94.127930,28.086494,147.980148,83.672813
2036-05-15,93.516861,99.607925,57.741890,190.772034,26.083080
2036-06-15,64.554634,15.553224,105.444351,145.856674,207.179062
2036-07-15,214.777130,88.531647,158.530685,42.154488,108.705765
2036-08-15,90.187927,122.446259,121.387009,204.496719,174.642227
2036-09-15,60.979385,318.825714,8.509138,169.623978,83.915001
2036-10-15,46.724957,198.314041,155.883057,24.781168,17.575062
2036-11-15,127.841881,60.979919,141.539459,103.849678,136.339539
2036-12-15,239.233582,74.401688,161.535049,82.207588,204.353806
2037-01-15,62.784134,113.096031,107.509018,141.837341,99.285301
2037-02-15,170.781418,25.324183,156.916580,109.985168,54.149906
2037-03-15,159.840454,122.545235,181.293930,172.596359,96.052116
2037-04-15,167.674835,158.732452,51.084358,184.805618,58.556496
2037-05-15,78.769150,62.613911,73.170685,47.782246,37.822285
2037-06-15,115.598900,183.154755,72.751747,73.000404,138.949860
2037-07-15,91.364288,204.133911,63.103451,157.365372,175.270035
2037-08-15,95.918381,57.355778,377.998474,60.408714,102.336838
2037-09-15,100.989113,29.349298,193.773987,133.333984,135.823059
2037-10-15,166.292450,157.603104,187.032578,38.995956,52.143875
2037-11-15,87.823845,121.857277,43.440475,45.959774,96.231758
2037-12-15,112.090805,34.682159,92.743355,208.704605,80.277481
2038-01-15,173.282425,139.321594,312.190796,174.705215,234.685852
2038-02-15,240.688171,114.100082,90.834549,69.659950,81.208290
2038-03-15,164.794357,239.212875,126.233719,145.727646,131.967453
2038-04-15,77.479401,73.739761,95.188545,48.307156,143.712570
