#Variables:
#tasmax_bcc-csm1-1_historical(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_bcc-csm1-1_historical(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_CNRM-CM5_historical(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_CNRM-CM5_historical(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_inmcm4_historical(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_inmcm4_historical(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC5_historical(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_MIROC5_historical(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_NorESM1-M_historical(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_NorESM1-M_historical(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 34.2296 Latitude, -83.9811 Longitude (closest value to Latitude:34.2219, Longitude:-83.9691) "
#Original Data File(s):
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_inmcm4_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_inmcm4_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_MIROC5_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_NorESM1-M_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmax_bcc-csm1-1_historical(K),tasmin_bcc-csm1-1_historical(K),tasmax_CNRM-CM5_historical(K),tasmin_CNRM-CM5_historical(K),tasmax_inmcm4_historical(K),tasmin_inmcm4_historical(K),tasmax_MIROC5_historical(K),tasmin_MIROC5_historical(K),tasmax_NorESM1-M_historical(K),tasmin_NorESM1-M_historical(K)"
""
yyyy-mm-dd,tasmax_bcc-csm1-1_historical(K),tasmin_bcc-csm1-1_historical(K),tasmax_CNRM-CM5_historical(K),tasmin_CNRM-CM5_historical(K),tasmax_inmcm4_historical(K),tasmin_inmcm4_historical(K),tasmax_MIROC5_historical(K),tasmin_MIROC5_historical(K),tasmax_NorESM1-M_historical(K),tasmin_NorESM1-M_historical(K)
1969-09-15,297.979523,288.808746,300.211243,290.112732,298.219238,289.871643,297.118286,286.152496,299.014038,287.320740
1969-10-15,292.416229,282.454468,294.071228,281.971863,293.275665,283.607544,295.712097,283.651642,293.448181,280.763000
1969-11-15,289.877228,276.269318,290.943268,278.747284,290.173004,278.803192,287.711975,275.371582,290.727356,280.388977
1969-12-15,285.314178,274.628845,283.998383,273.440582,287.451538,277.033722,280.917053,270.747284,286.650513,274.725006
1970-01-15,279.415161,269.862732,283.420441,270.952911,284.912323,273.501770,281.697296,271.480377,281.357788,269.876984
1970-02-15,283.211609,271.016632,285.657837,274.479797,286.550323,274.091919,282.952759,271.595428,282.451324,271.273346
1970-03-15,293.388733,279.070740,290.684235,277.466736,290.895569,277.573090,289.084961,277.097015,289.594849,276.485657
1970-04-15,293.601196,279.323944,292.508514,278.866821,297.488068,282.207092,294.156158,281.559082,295.324738,281.540497
1970-05-15,299.725037,286.910736,299.096222,286.293518,299.200470,284.712128,298.316284,283.817932,299.501373,284.447174
1970-06-15,301.671478,288.771057,301.893768,290.542694,302.536804,289.569672,304.213837,290.389008,301.909698,291.001678
1970-07-15,302.717926,292.242889,303.932678,292.780182,305.461731,292.020844,306.281250,293.320618,306.978333,293.700134
1970-08-15,302.547089,292.261505,304.310791,291.370850,307.457733,292.075226,303.289764,292.361145,304.685730,292.043823
1970-09-15,296.859436,288.133789,302.621490,289.488953,300.702484,290.300812,300.433167,289.554657,297.990112,287.563477
1970-10-15,293.781830,279.358856,298.166748,284.687958,291.310242,280.976898,297.116821,283.269989,293.054504,284.342163
1970-11-15,289.305206,277.147522,290.340271,277.215912,290.374115,276.191559,291.686096,278.258392,290.956665,279.374847
1970-12-15,286.971069,276.081482,286.278473,274.208374,283.129578,273.036255,287.799530,277.009460,285.349457,274.231262
1971-01-15,283.076874,270.872162,282.412292,271.685028,282.934723,271.431122,284.357666,273.216248,281.866852,270.379272
1971-02-15,288.255890,273.492859,280.658295,269.610901,286.577942,274.141815,284.347626,273.036743,284.420959,272.618591
1971-03-15,295.857422,280.477661,289.464294,277.299774,288.093140,276.370483,283.655823,272.327698,286.700226,274.352478
1971-04-15,296.403442,282.565094,292.619690,280.965332,295.460785,281.694611,293.422363,279.910034,294.953918,280.238708
1971-05-15,300.978424,288.192963,297.291016,284.407562,299.951843,285.967102,298.798889,285.806244,299.608582,288.315552
1971-06-15,303.483551,291.233368,303.177612,291.380768,302.566315,290.968353,299.822632,289.301331,304.028320,290.944122
1971-07-15,303.713104,292.884003,303.128021,292.879822,304.838165,292.109772,303.463226,292.276917,306.969421,294.529175
1971-08-15,300.375549,290.836914,303.874359,292.268158,306.210327,292.906494,302.854279,292.010895,306.387512,294.175934
1971-09-15,301.191223,290.296600,300.048889,288.948425,303.513031,289.221832,299.123505,288.388977,299.154785,288.445923
1971-10-15,295.352112,282.699249,296.490021,282.277039,295.491608,282.345093,294.466553,285.126984,295.976898,282.419189
1971-11-15,289.401855,277.663116,291.590118,278.779938,291.884796,277.851166,290.897583,279.286072,287.367554,274.375397
1971-12-15,282.552094,271.353973,285.385193,275.012665,283.338959,271.797516,286.240021,275.570160,286.953430,274.560974
1972-01-15,282.361603,271.616486,282.567230,271.383759,285.987335,274.158325,287.645630,275.315979,286.512573,276.212128
1972-02-15,283.712952,273.142853,288.872345,276.541687,285.347351,274.515106,289.611267,278.294769,287.170929,274.091858
1972-03-15,288.963135,275.954132,294.765198,280.950653,292.953430,278.056671,291.031769,277.496643,291.716797,277.423615
1972-04-15,295.424316,281.929504,295.874725,283.300903,295.123993,281.475311,295.475555,282.568359,295.792786,282.485077
1972-05-15,299.874817,286.625214,297.025330,284.986176,299.587524,286.996918,298.761017,284.813873,298.839905,285.827271
1972-06-15,303.993591,291.291290,302.814301,291.636566,302.343872,291.196411,303.186676,290.349976,302.333282,291.719147
1972-07-15,305.222382,293.212524,306.072113,293.730530,302.204498,293.245026,303.629974,291.522217,302.878052,292.499939
1972-08-15,306.549652,294.263214,303.561859,292.774109,303.932343,292.929108,302.009216,291.837158,302.192688,293.021606
1972-09-15,300.855255,289.159149,299.577179,289.408661,299.547699,289.847473,299.666382,288.701355,303.206146,291.660431
1972-10-15,295.958527,282.526886,292.229828,280.230103,293.081360,280.746124,296.646332,281.556976,296.384186,283.275787
1972-11-15,293.013275,281.405670,288.172760,276.164856,287.765564,277.743774,290.182770,278.506622,293.675720,279.576813
1972-12-15,288.469635,277.179382,283.402802,271.924500,285.090149,275.328522,287.629791,275.699982,283.056610,271.201538
1973-01-15,286.639496,275.519348,284.285736,272.558960,286.422913,275.545959,285.222382,274.178375,285.642700,273.067535
1973-02-15,287.124451,275.163727,289.485016,278.165192,285.111481,274.697906,286.259277,273.475433,283.543091,272.395905
1973-03-15,289.518097,275.866486,288.479248,274.309021,290.395142,277.432526,292.449188,279.837555,288.287994,275.259033
1973-04-15,298.332520,284.103668,294.820221,280.240601,294.159363,280.474945,294.448700,281.432892,292.092316,280.722778
1973-05-15,298.431915,285.479614,299.619415,285.804657,301.271820,288.352844,300.070343,284.942566,297.853546,286.556854
1973-06-15,300.419159,289.732880,302.950470,290.512054,300.516632,290.737183,303.097504,291.699554,302.466095,289.991577
1973-07-15,303.733551,292.166473,308.927734,294.584137,303.442291,292.505402,305.217499,293.823700,303.516937,291.678986
1973-08-15,305.155609,293.058136,305.909302,292.899384,301.885284,291.994843,304.716675,293.059570,303.455139,292.215607
1973-09-15,299.909882,286.000061,302.186005,288.273254,299.764282,290.497437,301.577759,289.879272,302.245941,290.991699
1973-10-15,296.405090,282.555237,296.190643,283.306458,294.159943,284.139893,293.317596,281.613434,294.131592,281.248871
1973-11-15,288.807953,275.975983,290.482483,280.197296,289.175720,278.594330,291.066528,279.513672,289.321289,278.455627
1973-12-15,286.933777,276.544678,282.455139,270.556946,285.454071,273.785919,282.024750,270.270844,285.862488,275.076324
1974-01-15,285.649445,274.322632,279.756287,268.976929,281.158813,270.767670,282.556885,270.841187,287.160248,273.865173
1974-02-15,287.874939,274.820221,283.580536,271.128967,284.674103,273.866791,285.826385,273.871124,289.531067,277.201996
1974-03-15,287.405487,275.499908,292.882385,279.976807,294.271820,279.905548,289.367004,274.120087,288.297668,275.314209
1974-04-15,291.427643,277.738739,293.857849,281.109802,296.109528,282.757721,296.464386,281.523895,293.441772,280.211853
1974-05-15,297.995239,284.371185,298.765167,286.987274,296.378540,286.514618,298.354675,286.873016,298.960358,285.727234
1974-06-15,302.980896,290.254089,304.641541,290.915894,302.592804,291.138794,301.343719,290.724792,303.161713,291.566528
1974-07-15,306.648499,294.523712,306.631775,293.984131,305.042694,293.383392,303.221710,291.820496,303.997620,292.695312
1974-08-15,305.659760,293.788269,304.795563,293.714539,302.734161,292.632416,303.047089,292.228882,303.739838,292.543243
1974-09-15,302.060822,292.922272,299.555206,288.609100,300.145020,290.730988,299.955719,288.525299,298.651947,287.882599
1974-10-15,295.108459,283.344666,292.460876,281.426056,296.581818,286.278534,292.999634,280.336121,296.939117,283.137695
1974-11-15,290.417389,277.897034,290.176575,278.263550,290.068054,278.179871,289.186951,277.238708,290.727814,276.042267
1974-12-15,281.275757,269.915558,284.690094,273.747742,281.070770,272.892609,283.865753,273.308289,283.204803,273.244690
1975-01-15,283.791565,273.349670,287.262421,275.712341,284.135468,272.497528,278.813995,268.980774,282.201141,270.115265
1975-02-15,282.109711,271.276215,290.177917,277.640106,287.693817,275.777374,283.007233,270.620422,288.257965,278.244965
1975-03-15,291.453400,276.979919,290.434570,277.475037,293.432465,279.048676,289.322845,276.533325,291.082214,278.277466
1975-04-15,295.393494,280.882141,294.292175,282.113617,297.490814,281.541931,295.806213,280.197815,294.285248,278.812408
1975-05-15,299.186523,284.413269,299.394928,288.500061,300.315308,287.979431,299.387756,285.489441,298.506897,286.468201
1975-06-15,305.161682,292.850586,300.855164,289.848663,303.437683,291.262787,302.504272,290.854828,301.080292,289.241089
1975-07-15,305.095306,293.471375,303.396179,292.423828,307.082062,293.146332,303.904266,293.114929,302.442749,293.261963
1975-08-15,302.045868,291.805878,303.714630,292.470581,305.800842,293.279297,306.654388,293.331848,303.461334,292.664642
1975-09-15,300.351410,290.440063,302.192108,289.273621,300.447388,289.371155,300.959137,292.056305,299.385620,288.470032
1975-10-15,294.320435,280.138428,296.135620,283.317688,295.398651,284.545502,294.546265,284.326996,293.889587,281.460266
1975-11-15,292.719025,278.782898,288.791779,277.599426,289.574066,278.867188,288.381500,277.309448,290.277863,280.651886
1975-12-15,285.549774,274.897125,288.612122,276.748260,289.724365,279.776337,280.057098,270.729614,288.560913,279.163208
1976-01-15,281.830200,271.019775,278.186676,267.664032,285.762939,275.120300,283.439636,274.293549,283.017822,271.359802
1976-02-15,285.526581,272.295624,283.226776,272.052063,281.888214,271.439392,282.914124,271.440338,285.402557,273.749725
1976-03-15,286.588623,273.335907,290.625580,277.421082,288.160187,276.377197,285.995056,274.670135,287.025208,275.458740
1976-04-15,294.134827,280.799133,296.946198,284.261017,293.758789,280.872559,294.022095,281.193451,290.663666,278.004028
1976-05-15,300.496368,286.975037,298.155640,284.968292,298.974396,285.947998,298.032349,285.056946,298.414124,287.339691
1976-06-15,302.799164,290.432831,304.201385,292.065216,302.139771,290.786407,302.993622,290.080688,303.009918,290.691437
1976-07-15,304.471161,292.690277,303.449646,292.031525,305.357422,293.357483,306.557312,293.894012,304.613312,293.276093
1976-08-15,303.812897,293.110077,303.809265,292.844574,306.501129,292.938446,304.233521,293.233978,305.290955,293.189148
1976-09-15,298.931641,288.025055,297.840790,287.640686,299.322388,289.685944,299.743317,288.690155,301.172394,289.102386
1976-10-15,296.016693,281.177765,293.322113,280.677795,294.871521,284.479858,294.833740,281.085602,296.715027,282.712494
1976-11-15,288.518555,275.986450,287.935242,276.783875,288.548767,275.760681,289.898590,277.021454,293.690125,282.194275
1976-12-15,283.750244,273.503998,282.774109,272.897369,285.138275,272.279755,281.303802,271.665314,283.894012,274.633636
1977-01-15,283.181122,272.414215,280.580872,270.490265,282.893738,270.229584,280.934113,269.820984,279.406860,269.487610
1977-02-15,286.665710,275.411804,283.509674,273.362091,285.878113,273.244293,283.183868,271.897003,285.833954,273.081879
1977-03-15,290.562561,278.009094,289.110199,275.938843,288.000458,275.804321,293.927399,278.388855,289.886841,277.078857
1977-04-15,294.236694,280.709473,295.836365,282.255341,294.873840,281.869232,297.960571,284.505280,294.351074,281.657654
1977-05-15,297.645599,285.626404,300.219208,285.284790,298.102142,286.318939,300.487457,288.207031,297.995667,285.186157
1977-06-15,302.407440,290.968170,302.412903,290.106628,299.716156,289.074524,305.709290,293.140106,301.074554,290.701263
1977-07-15,304.081482,292.487427,306.395630,293.350647,304.364777,292.872681,306.007812,293.405914,303.756561,293.140350
1977-08-15,305.145416,292.945984,306.026978,293.159180,302.239441,293.055115,304.284363,292.712830,303.797821,291.847351
1977-09-15,300.148346,289.781189,302.219086,289.347473,300.720581,292.335785,300.920837,288.848602,296.852661,286.354858
1977-10-15,291.394257,279.260834,296.644196,282.760681,293.691376,284.195740,295.413879,280.860077,292.001556,279.033569
1977-11-15,292.086700,281.428497,293.300446,279.212189,287.252289,276.982513,289.473236,275.689301,287.343475,273.409210
1977-12-15,285.976654,275.115448,287.052643,274.547974,284.831024,274.009125,286.559235,274.513397,281.324524,272.317230
1978-01-15,283.659821,272.315216,280.676636,270.933502,286.884644,275.312561,282.081726,272.079956,281.566467,270.795959
1978-02-15,287.323669,275.507751,285.722687,272.910736,285.899628,273.090546,287.914337,276.040588,287.288788,275.969513
1978-03-15,293.026459,279.671875,290.549744,277.262512,293.488464,280.767242,291.882294,279.145660,288.897858,275.937469
1978-04-15,296.345520,281.885773,299.349518,283.081024,294.043030,280.710754,296.112854,281.391418,293.867645,280.629242
1978-05-15,297.698700,285.543396,302.005798,289.093536,299.968536,285.407074,298.772369,287.432495,299.364319,287.605835
1978-06-15,303.207977,290.665131,305.194336,291.685486,303.021851,291.749237,300.092163,288.175812,303.156921,292.291473
1978-07-15,303.750702,292.647186,308.198639,295.166870,303.088470,293.429565,305.123688,292.268646,303.185730,292.687622
1978-08-15,301.237732,290.345032,306.040314,294.361572,303.950287,292.371368,303.774353,293.146912,302.889252,292.574951
1978-09-15,298.701538,287.823578,299.292450,287.506195,301.835632,288.971802,299.680481,288.815308,301.031036,290.183014
1978-10-15,297.250824,283.487518,291.501129,279.605225,296.746765,282.181305,293.836884,279.446106,296.313080,281.694489
1978-11-15,289.531464,278.038513,287.669250,276.144501,287.308716,277.184113,289.467743,275.619232,289.224670,277.072662
1978-12-15,288.949524,276.502045,286.755127,276.717987,281.093323,272.997345,288.073578,276.263794,286.666656,275.697510
1979-01-15,286.852173,274.693573,276.793793,264.475677,282.345520,272.681671,282.266266,270.779449,285.282104,273.312897
1979-02-15,283.559723,271.079254,278.659424,267.554993,285.858307,273.244812,286.046204,273.543915,286.343506,274.089294
1979-03-15,288.375000,275.776581,291.802185,278.534790,292.586334,278.080231,294.331512,281.144470,293.600861,278.058319
1979-04-15,294.122467,280.815948,291.229431,278.743622,293.810883,280.498901,294.823853,282.618500,297.640289,281.523499
1979-05-15,298.408112,286.093048,299.586548,287.550629,299.803955,287.380707,299.416473,287.376953,299.351013,287.159576
1979-06-15,300.974335,288.889771,300.714447,288.770874,302.379700,290.938904,303.170319,291.553650,305.653778,292.473816
1979-07-15,301.865906,291.572235,303.958374,292.442474,304.441132,292.855347,305.316467,292.602478,306.477448,293.901093
1979-08-15,300.419525,289.609985,303.634979,292.730042,304.465149,292.669220,304.514282,292.257812,304.153137,293.466888
1979-09-15,297.095825,284.304504,302.530579,290.151733,299.732697,288.716492,299.365692,288.024506,300.877838,289.169739
1979-10-15,295.261871,280.401123,293.637451,280.386688,294.761078,285.055389,295.921143,281.984650,294.030579,282.353546
1979-11-15,295.098694,280.931854,288.815216,275.853394,287.799164,276.532440,289.566620,276.786774,289.002380,276.322876
1979-12-15,287.643555,276.046417,283.567200,271.345764,282.869263,272.411438,289.429047,277.782410,284.710907,274.567505
1980-01-15,285.786865,274.550201,283.404114,271.865265,280.690613,269.703003,283.589600,271.569366,284.567719,272.360565
1980-02-15,288.071014,275.021179,288.012512,274.846283,284.591339,272.335358,287.536560,275.079987,289.431061,279.027527
1980-03-15,294.051147,280.240753,289.593933,277.125946,291.603577,276.916931,292.668304,281.147980,289.495789,275.831696
1980-04-15,296.579041,282.395569,294.134125,280.173645,293.988007,282.051208,297.330475,283.448578,292.282745,278.163361
1980-05-15,300.992249,287.902527,299.933929,287.591980,300.316467,288.860229,299.982330,286.343445,299.305237,285.665833
1980-06-15,305.576202,293.811859,301.562408,290.546570,303.704956,292.068756,302.956146,289.763641,302.360199,290.428040
1980-07-15,306.043976,294.936920,303.841675,292.149933,304.533539,293.528168,304.994659,293.278473,302.574921,291.674622
1980-08-15,303.853424,293.698822,304.288330,292.036011,303.579529,292.500977,304.780975,292.990814,304.828735,294.432098
1980-09-15,302.198029,290.454987,301.679565,289.387268,301.099030,290.218933,301.144196,288.857391,299.691986,286.885101
1980-10-15,296.635956,282.873810,295.345490,283.517700,292.770386,281.309998,293.811157,281.814606,294.097260,281.071136
1980-11-15,291.367279,278.434723,288.757172,276.570801,288.004089,273.918549,290.955353,278.369568,289.847443,276.836975
1980-12-15,286.508453,275.768372,287.179016,275.853516,286.415833,272.919647,285.224243,275.707214,282.681427,273.558990
1981-01-15,281.870880,271.203979,288.585205,276.307831,284.721558,271.815460,282.939270,271.907379,282.014526,269.904083
1981-02-15,285.845428,274.977966,289.962921,276.866486,287.149963,275.045837,287.928162,274.771759,289.540344,278.586121
1981-03-15,291.196320,279.427582,296.088989,280.310944,294.101532,278.164612,293.114624,279.269562,298.049530,282.613159
1981-04-15,294.383331,281.070221,299.869324,283.655762,295.243164,280.270721,296.226532,282.489288,296.719513,282.116272
1981-05-15,298.817719,286.228851,303.165161,287.859772,298.023315,286.646271,298.783630,285.881226,299.584076,284.577057
1981-06-15,301.568848,290.898651,304.873993,292.089539,302.698883,290.944763,303.616608,290.138824,302.809082,291.435211
1981-07-15,307.607574,294.604340,305.927429,294.122498,305.362762,293.173645,304.711823,294.161377,304.790039,293.418335
1981-08-15,302.964050,293.948242,304.946960,293.910828,306.666626,293.692932,305.430267,294.377869,303.290588,292.098053
1981-09-15,298.566071,289.682404,300.349243,288.537781,303.256805,286.569763,302.786163,290.501892,301.027039,290.119843
1981-10-15,296.665405,284.002472,296.688629,284.272339,299.891571,279.376068,297.694244,284.664825,296.256165,282.118958
1981-11-15,289.043243,277.192871,292.920319,279.379181,289.751953,273.735168,292.237244,280.058105,292.292908,278.807251
1981-12-15,287.402222,276.061981,285.853943,275.537048,288.162964,275.524139,282.047577,271.056549,284.245117,274.494232
1982-01-15,281.082214,269.689880,287.158417,274.393646,283.329224,272.370697,280.073151,269.662201,285.012909,273.605804
1982-02-15,288.984711,277.711060,287.031342,273.889557,284.327484,272.023621,284.720184,272.481201,288.477386,275.950409
1982-03-15,290.899963,278.459229,294.148804,280.149445,291.647736,279.050568,291.058411,279.478760,289.000336,275.712067
1982-04-15,295.532837,282.860291,295.014252,280.426239,293.579865,281.206604,295.131226,281.960999,296.712402,281.953339
1982-05-15,300.045990,285.755341,299.819275,286.924805,297.908203,286.417816,299.978058,287.025970,302.063385,289.587708
1982-06-15,303.185883,292.330017,303.281311,291.729919,302.132965,293.007324,303.401672,292.025391,303.571381,291.740692
1982-07-15,301.905487,290.804169,303.818542,293.377930,303.375946,292.899414,303.675507,292.363220,305.345734,293.173431
1982-08-15,303.572906,290.748474,303.394196,291.915039,302.200104,293.375641,302.047424,291.381073,303.428162,291.771118
1982-09-15,302.385468,289.165314,298.580170,286.171936,298.375336,290.996155,300.373474,289.710907,302.014832,290.832916
1982-10-15,295.684784,282.640533,296.062561,284.783508,294.722229,285.522217,295.443054,285.042786,294.184204,284.189331
1982-11-15,289.447968,275.974213,291.719910,279.235809,291.147858,280.347595,286.405853,274.354614,295.636841,283.949524
1982-12-15,282.018402,271.956909,286.302094,274.326111,282.899048,274.183716,281.878204,270.239410,287.168640,277.164642
1983-01-15,280.259918,269.684906,283.821564,272.879761,282.398834,272.249695,283.565063,272.493958,281.192200,269.971161
1983-02-15,286.272156,274.663208,283.275421,271.509186,285.886963,274.900909,281.060089,270.214294,285.137665,274.787872
1983-03-15,288.724426,275.282501,294.533051,280.941406,290.572083,277.863861,286.905426,273.758972,295.759949,279.813446
1983-04-15,297.622162,283.783661,291.636292,278.351990,295.481659,282.241211,296.536743,283.326599,294.108826,281.568634
1983-05-15,296.976257,283.761658,298.952209,286.712830,299.201813,285.988159,299.405457,288.420563,299.023743,286.899933
1983-06-15,303.808533,291.772156,302.909698,291.298004,303.404175,291.627594,301.399475,289.621002,303.115784,290.809753
1983-07-15,303.973541,292.854187,304.085754,292.599426,302.370544,292.218964,305.835114,293.111633,303.155792,293.216766
1983-08-15,302.328247,291.566956,303.941528,293.372375,302.642273,291.019897,304.301331,292.449799,304.245453,292.517609
1983-09-15,299.066345,289.381317,298.117218,288.115082,299.599792,289.841583,297.610291,287.552277,301.700165,291.807922
1983-10-15,295.856171,282.925812,295.733215,284.017517,294.647430,282.617615,296.006165,283.161407,293.894501,282.786774
1983-11-15,290.472260,278.830109,288.178284,275.933533,290.595795,279.060394,293.805695,281.065399,289.386169,278.264984
1983-12-15,282.989563,271.441193,281.693573,271.475555,286.633484,274.974304,282.487640,271.376740,282.514374,271.357086
1984-01-15,282.030548,271.902100,280.306885,268.502472,284.086945,273.683350,279.464630,267.873230,282.792389,272.881500
1984-02-15,287.037506,275.103729,286.543976,274.498383,289.656006,277.239349,283.957977,272.628632,283.800507,272.838989
1984-03-15,293.966278,278.844757,291.638306,277.155579,293.013763,279.656982,292.513763,278.453857,290.598694,278.790833
1984-04-15,296.776215,280.213837,295.924622,281.678772,294.315216,280.882629,295.939362,282.199677,296.607910,280.626862
1984-05-15,298.494446,286.992157,298.914612,286.296204,301.153625,287.570618,297.241272,283.423370,298.647217,287.765320
1984-06-15,302.407562,290.079956,302.700500,290.730103,302.608032,291.747284,302.813660,289.877655,302.535553,290.579651
1984-07-15,305.112549,293.624451,305.030945,292.867371,304.427490,293.792572,304.156616,292.925598,303.288696,293.893768
1984-08-15,303.061768,290.679993,306.914459,295.068909,302.777649,291.866943,303.008209,292.639954,303.691559,292.789124
1984-09-15,301.760590,288.586060,304.525299,292.257446,300.608429,289.496033,300.858276,287.571259,301.045563,289.942535
1984-10-15,296.881287,285.148102,296.144318,283.319092,295.912354,285.574982,294.929749,281.455811,295.673370,282.971313
1984-11-15,286.009094,274.672577,291.622528,278.304535,290.237335,279.035675,295.182220,282.814545,292.950195,280.967102
1984-12-15,281.324829,269.644745,285.755981,274.016144,285.173859,274.964966,285.675781,275.466736,281.635559,270.893372
1985-01-15,284.462097,274.207947,284.255524,272.972748,286.210052,274.648071,283.596069,272.699921,281.822632,270.313934
1985-02-15,287.427765,275.675873,291.673431,279.813660,287.911591,274.518280,289.043915,276.182343,288.114166,275.013855
1985-03-15,294.321198,279.208130,289.472260,277.522461,291.688385,276.833282,293.697510,278.860870,292.286469,279.934021
1985-04-15,295.620026,281.880188,294.952118,281.492279,294.914124,280.121796,296.510468,282.395355,294.472046,280.233612
1985-05-15,302.787811,289.750305,300.911774,287.268616,297.650757,283.448120,299.228638,288.814301,301.146912,288.649139
1985-06-15,304.068451,292.312561,302.787598,290.015106,301.758026,291.780792,302.553711,290.743011,302.985687,290.276459
1985-07-15,304.605133,293.884094,304.096558,292.507690,303.277985,293.468628,303.061279,292.371552,306.025299,292.858795
1985-08-15,305.255249,293.922211,303.791748,292.630585,303.698975,293.277435,302.741241,291.502869,302.640045,293.167633
1985-09-15,299.242767,285.992950,299.744263,288.748627,301.243134,287.266144,300.489929,289.246674,301.264954,288.716431
1985-10-15,296.575867,284.545868,295.545013,282.726654,295.038025,283.454437,295.292755,283.084503,297.916779,281.854340
1985-11-15,291.933289,279.350403,290.042053,278.583221,289.686035,276.518524,285.803253,274.360870,289.067932,276.250824
1985-12-15,282.879211,272.790344,280.721405,270.381165,286.288147,276.037170,285.672089,274.555481,284.617126,273.384644
1986-01-15,283.488556,271.311218,282.952942,271.843658,284.761719,274.284363,284.995514,272.794464,284.749603,271.545044
1986-02-15,287.336365,274.177643,280.899872,270.523529,287.904541,275.355255,289.044098,278.002625,285.540375,273.448761
1986-03-15,288.396637,276.026489,290.087524,274.914612,288.342438,275.112274,292.336365,277.776215,291.186890,277.014038
1986-04-15,296.123871,281.566437,292.619293,279.997772,296.815277,282.094238,294.843658,281.611237,297.150726,283.769196
1986-05-15,300.270081,286.090302,299.571106,286.840302,296.738007,285.860809,298.704132,286.947815,299.175903,285.554016
1986-06-15,304.582153,291.564270,302.250122,290.878082,304.110840,291.803009,303.802887,290.634735,302.266266,291.310089
1986-07-15,307.662994,295.505737,304.137299,293.252899,303.437195,293.066956,303.340668,293.104706,304.285980,293.055389
1986-08-15,305.733002,294.615112,301.685791,291.863586,304.234161,294.089111,303.320221,293.994354,303.644318,292.202026
1986-09-15,299.227478,288.736328,299.703583,288.802399,300.241699,290.436432,298.442993,287.934479,300.250916,289.803040
1986-10-15,297.005890,284.521362,292.973022,279.490265,294.422668,283.853149,294.881561,281.983429,294.522644,281.215424
1986-11-15,287.823364,277.161926,291.000305,277.750092,292.170441,280.187592,289.548645,277.427917,288.552734,275.132812
1986-12-15,286.115326,274.979675,284.656860,273.269135,286.312653,274.933472,286.753876,276.439423,283.642639,273.114868
1987-01-15,285.249298,274.172272,284.023956,272.626251,284.810608,273.779327,284.856232,273.303497,282.303314,269.837158
1987-02-15,290.984253,276.807159,285.486725,273.160004,284.921570,274.573578,287.847992,275.992279,285.783356,274.702545
1987-03-15,290.438812,276.627716,289.871948,277.261841,290.291901,278.250305,292.095764,278.819672,290.731445,279.424225
1987-04-15,295.059448,281.657532,295.557007,280.297363,293.372589,280.254272,294.467743,280.279480,298.813934,286.052887
1987-05-15,300.728180,287.809784,300.409607,286.820374,299.328339,286.788055,300.641541,288.624908,301.067596,288.326996
1987-06-15,305.688599,292.624695,302.679474,290.416443,303.650085,291.278961,305.336548,291.155975,303.769928,290.198151
1987-07-15,307.071686,295.071106,303.963745,293.764709,307.363312,292.709259,305.521729,293.863464,307.472382,293.863342
1987-08-15,305.910034,294.162872,301.785858,292.122620,307.976349,292.351135,304.564362,293.467010,305.223938,292.104858
1987-09-15,302.169128,289.983978,298.440735,288.899292,303.869415,287.381927,300.584778,286.057953,299.406708,289.902618
1987-10-15,298.205017,283.111572,293.641571,281.273773,296.930542,282.326721,298.244537,285.729919,297.083160,284.414429
