#Variables:
#pr_bcc-csm1-1_historical(mm):Monthly Precipitation Amount
#pr_CNRM-CM5_historical(mm):Monthly Precipitation Amount
#pr_inmcm4_historical(mm):Monthly Precipitation Amount
#pr_MIROC-ESM_historical(mm):Monthly Precipitation Amount
#pr_NorESM1-M_historical(mm):Monthly Precipitation Amount
"#Data Extracted for Average over Grid Cell w/ center: 34.2296 Latitude, -83.9811 Longitude (closest value to Latitude:34.2219, Longitude:-83.9691) "
#Original Data File(s):
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_inmcm4_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_MIROC-ESM_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_pr_NorESM1-M_r1i1p1_historical_1950_2005_CONUS_monthly.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,pr_bcc-csm1-1_historical(mm),pr_CNRM-CM5_historical(mm),pr_inmcm4_historical(mm),pr_MIROC-ESM_historical(mm),pr_NorESM1-M_historical(mm)"
""
yyyy-mm-dd,pr_bcc-csm1-1_historical(mm),pr_CNRM-CM5_historical(mm),pr_inmcm4_historical(mm),pr_MIROC-ESM_historical(mm),pr_NorESM1-M_historical(mm)
1989-03-15,305.628235,148.176590,159.747940,153.437851,132.168686
1989-04-15,23.642897,106.367729,105.275658,130.471680,76.472885
1989-05-15,89.947533,103.878227,132.730835,201.620361,92.817047
1989-06-15,82.320755,88.043900,119.807755,43.522545,99.313683
1989-07-15,109.525421,277.920410,235.552490,91.100266,96.487236
1989-08-15,250.483444,101.134071,38.791943,172.936127,88.623535
1989-09-15,213.898575,66.356033,29.687035,13.596077,65.589066
1989-10-15,59.717304,80.192352,55.219196,52.944481,123.662498
1989-11-15,159.955200,86.008835,243.939713,110.382164,117.964622
1989-12-15,137.530685,88.964714,47.622238,99.473679,167.018570
1990-01-15,63.936607,194.248505,69.836281,76.596764,58.882587
1990-02-15,308.801025,105.183319,149.178375,159.249054,156.395813
1990-03-15,125.719437,87.100914,156.596695,202.676865,118.713402
1990-04-15,154.110825,126.502159,51.305801,61.105465,192.436661
1990-05-15,22.553305,59.272934,165.767731,115.185135,167.941879
1990-06-15,17.694189,119.503532,135.588760,144.355927,71.701591
1990-07-15,73.855438,102.967010,130.460754,68.533844,110.867783
1990-08-15,34.418430,70.034180,23.758177,91.925705,61.452099
1990-09-15,116.337135,20.399696,119.284966,78.912277,288.101440
1990-10-15,45.368011,120.507019,7.022779,177.412994,233.705582
1990-11-15,108.282333,128.729584,150.003113,50.521439,183.327301
1990-12-15,102.305275,110.885895,22.900492,51.023987,135.562927
1991-01-15,106.664322,70.068291,128.316422,109.678383,134.128906
1991-02-15,214.913620,55.169495,75.892197,198.808319,52.499844
1991-03-15,114.725060,138.846375,72.833382,114.994156,205.072006
1991-04-15,66.001007,122.779655,119.035744,40.974659,30.331085
1991-05-15,121.359947,95.843452,112.426170,88.231819,69.452553
1991-06-15,30.658739,84.807297,106.294456,24.151318,141.923019
1991-07-15,105.859276,214.492477,152.644043,97.765205,99.174690
1991-08-15,42.060364,81.654533,127.058899,372.415161,45.222610
1991-09-15,4.193617,108.125847,141.039932,29.451548,188.393341
1991-10-15,137.931915,45.694569,126.790237,89.726715,55.083546
1991-11-15,183.477493,62.656712,48.682751,108.616470,6.790899
1991-12-15,143.206772,161.187927,53.044449,216.167542,55.381104
1992-01-15,175.340012,124.844597,234.569397,103.404518,1.637025
1992-02-15,207.703644,140.675812,120.828041,74.974503,132.931442
1992-03-15,93.040016,86.143890,107.145699,104.502853,134.370972
1992-04-15,110.790901,103.179359,88.725517,97.969780,51.152710
1992-05-15,124.557426,133.686600,71.993309,35.699837,93.631958
1992-06-15,107.719780,108.756554,104.281029,68.410858,90.563393
1992-07-15,123.202652,51.570309,127.051376,59.986744,79.150780
1992-08-15,31.276222,148.171249,123.268890,130.110764,60.244961
1992-09-15,107.644180,61.063679,97.526024,109.987511,173.094940
1992-10-15,56.795116,187.892624,101.915268,92.254059,100.750412
1992-11-15,27.229509,94.250252,46.381058,150.859756,66.983727
1992-12-15,184.940170,3.217641,23.224083,39.877613,62.625755
1993-01-15,225.927399,258.327698,97.326378,85.345543,199.608643
1993-02-15,121.848366,165.483749,94.388977,22.506489,107.704666
1993-03-15,91.113762,169.765869,153.767899,175.378143,239.246704
1993-04-15,25.129456,90.426811,87.449104,87.623909,71.024292
1993-05-15,96.017296,122.018555,154.250107,95.525436,142.623047
1993-06-15,23.405827,61.771484,96.126808,60.318676,71.837921
1993-07-15,24.416744,77.689499,108.733650,129.069611,91.272789
1993-08-15,102.226692,167.393616,246.547165,158.214233,259.244507
1993-09-15,142.709671,71.819092,138.126556,153.606949,59.653561
1993-10-15,125.433380,76.710518,127.204460,106.354897,80.094490
1993-11-15,103.971886,74.135422,233.423325,89.216690,90.405052
1993-12-15,60.153854,100.629356,102.858604,113.358536,30.814602
1994-01-15,65.224983,173.237579,155.574509,110.062614,34.269917
1994-02-15,103.257530,207.471588,43.781281,156.891739,251.375397
1994-03-15,141.099411,94.998680,203.515854,114.107971,182.284027
1994-04-15,121.040405,84.050758,27.808685,147.777725,149.752548
1994-05-15,106.634636,133.547546,33.398014,58.427986,88.194130
1994-06-15,5.438462,84.070999,159.709000,87.599815,42.759319
1994-07-15,39.699852,189.270752,91.506134,116.302963,96.484138
1994-08-15,64.933853,45.702278,12.090450,254.152603,94.212601
1994-09-15,206.916611,218.197723,51.903027,128.384369,111.554108
1994-10-15,94.662376,70.939133,120.384369,110.334015,36.065823
1994-11-15,69.640419,12.573735,72.211746,68.135597,162.261734
1994-12-15,146.818176,130.451309,341.711395,156.829147,70.058746
1995-01-15,149.965012,80.737190,74.172409,146.969391,74.221962
1995-02-15,195.332138,79.137627,91.147316,54.045231,109.697723
1995-03-15,188.402344,73.586365,51.001682,105.625687,94.127274
1995-04-15,91.924721,192.179718,92.536827,149.829391,108.511208
1995-05-15,136.058044,102.924698,36.934368,115.242943,59.647133
1995-06-15,151.062637,190.854401,141.135971,132.384033,147.686035
1995-07-15,80.650520,62.130020,72.475403,58.611416,68.468811
1995-08-15,113.084717,106.203949,158.115494,37.605423,146.588333
1995-09-15,55.018681,445.708496,106.253021,56.811478,41.675755
1995-10-15,308.664276,109.986931,46.989532,113.378677,160.454483
1995-11-15,8.748221,114.227074,33.318130,48.519730,158.519562
1995-12-15,199.194778,172.493042,95.228394,7.138478,73.620018
1996-01-15,136.285385,50.289799,148.153061,56.720085,55.822441
1996-02-15,146.292755,79.295563,93.067810,95.133537,96.460136
1996-03-15,58.255711,163.948013,166.519669,82.565430,209.378189
1996-04-15,337.448120,94.496910,31.934511,57.590115,125.606819
1996-05-15,84.850594,180.573639,112.348808,109.535767,95.349785
1996-06-15,147.199265,108.810555,130.842026,74.872253,94.416847
1996-07-15,101.774841,149.150421,30.159985,33.935024,62.906288
1996-08-15,169.896851,155.078522,27.417896,71.960800,78.015602
1996-09-15,369.521332,65.128593,186.770248,7.312635,64.581375
1996-10-15,100.261696,77.307007,96.665154,7.028561,115.352356
1996-11-15,143.430435,111.865364,139.583252,55.721340,76.574738
1996-12-15,46.631947,81.513077,147.766708,80.964157,228.962112
1997-01-15,287.873108,109.943359,75.382484,85.247421,173.338287
1997-02-15,264.059296,101.473656,97.433052,99.281258,105.263634
1997-03-15,218.958191,216.870972,128.852798,178.287704,117.947853
1997-04-15,114.997871,50.417240,96.138466,72.233658,94.175697
1997-05-15,92.619453,101.356956,93.228592,55.869774,154.448517
1997-06-15,294.804504,84.723740,28.588120,116.668808,182.282623
1997-07-15,124.350670,132.802139,115.300934,45.565014,123.518646
1997-08-15,95.593124,79.158836,122.147728,43.512096,198.595673
1997-09-15,180.731888,12.472602,26.135765,79.107895,94.024048
1997-10-15,27.362646,9.545979,65.445396,182.017395,92.784164
1997-11-15,57.992710,130.497452,16.852839,54.591827,129.918106
1997-12-15,111.883034,184.350418,63.002022,114.008179,27.704905
1998-01-15,145.393753,73.203560,169.724670,149.160355,256.581177
1998-02-15,71.679642,43.303387,16.563196,59.368717,88.697342
1998-03-15,141.491592,70.202667,105.338783,65.583527,94.007477
1998-04-15,118.023407,92.510910,32.397156,179.095169,90.916130
1998-05-15,42.029217,118.140053,33.454674,56.208118,117.032303
1998-06-15,133.029816,124.629372,24.015678,161.980927,146.454620
1998-07-15,155.328049,20.469051,18.260952,26.660294,124.632675
1998-08-15,73.107895,161.352020,180.068085,113.123627,92.342583
1998-09-15,103.400665,77.608032,290.017365,250.707520,279.529144
1998-10-15,202.561295,77.063568,54.225754,310.321808,118.007111
1998-11-15,78.372185,11.636198,137.502197,156.948349,127.555321
1998-12-15,8.430717,82.995331,85.349228,152.907944,125.519798
1999-01-15,144.983963,198.084122,92.917671,129.010162,179.033340
1999-02-15,240.990189,169.339584,60.527229,181.953262,143.698257
1999-03-15,165.370010,87.823669,125.865051,128.766464,153.213928
1999-04-15,113.183090,101.613708,325.621338,146.834946,157.157578
1999-05-15,21.725477,52.607109,104.549278,16.936314,190.448410
1999-06-15,152.416733,91.522079,87.380898,108.755859,129.854553
1999-07-15,70.226234,76.007385,37.410809,252.692764,208.491150
1999-08-15,93.741005,69.974098,71.391121,49.016518,90.985825
1999-09-15,191.472839,152.562393,111.035446,112.893486,31.585911
1999-10-15,45.889393,66.320992,124.513596,110.539398,341.127136
1999-11-15,188.310440,77.266220,97.781013,106.820648,160.957855
1999-12-15,216.790039,145.943604,75.773758,131.610092,208.569168
2000-01-15,148.897690,132.968948,89.541443,111.952286,237.694595
2000-02-15,169.488556,105.995529,174.247650,180.926132,94.212143
2000-03-15,271.970886,52.167103,122.469490,140.173096,106.289917
2000-04-15,45.988995,45.767536,56.093887,185.852676,168.897476
2000-05-15,104.715073,112.135429,30.050579,69.228729,74.445328
2000-06-15,121.143173,78.978310,60.830757,90.941803,96.316406
2000-07-15,99.002953,118.907509,53.814297,121.214729,81.742744
2000-08-15,40.349785,82.652328,55.181717,82.563438,46.773857
2000-09-15,60.575172,38.879166,16.140638,79.501083,61.512089
2000-10-15,134.822876,73.389114,19.456556,107.256035,102.844742
2000-11-15,56.841396,110.800652,72.495758,180.168716,93.373611
2000-12-15,78.549911,128.676529,226.716049,106.097870,88.592209
2001-01-15,117.383797,180.038300,211.509277,85.569664,163.307770
2001-02-15,32.181568,98.966873,74.365364,82.534119,76.740761
2001-03-15,235.385223,32.945160,153.535019,174.253006,102.099228
2001-04-15,26.200554,77.162941,54.015549,49.648624,50.153881
2001-05-15,182.098145,52.333290,82.738800,107.121391,200.103821
2001-06-15,161.816147,36.770370,224.414764,114.420120,127.716789
2001-07-15,68.129898,120.917931,51.168892,90.067444,36.925552
2001-08-15,50.413670,32.754822,88.271599,70.187973,55.631111
2001-09-15,191.590988,37.087360,399.400085,27.900053,132.562057
2001-10-15,168.168442,115.929779,0.818724,63.354549,137.447433
2001-11-15,80.906281,151.502411,51.215988,125.994324,127.025230
2001-12-15,136.326340,216.177582,155.570465,102.422997,129.764969
2002-01-15,26.947464,85.104507,167.889206,176.753922,127.220757
2002-02-15,198.544434,58.727551,138.318222,119.040291,264.792633
2002-03-15,92.465385,73.591393,56.049732,165.025253,153.936111
2002-04-15,79.956299,32.032009,110.140442,135.502411,100.199677
2002-05-15,87.108047,110.199562,76.107483,139.981186,143.114136
2002-06-15,175.916702,49.519714,109.226074,87.843063,41.744591
2002-07-15,104.579338,71.957420,155.408752,168.304886,97.906578
2002-08-15,82.887703,57.100616,46.511536,200.295517,162.473862
2002-09-15,82.842583,46.045757,63.063229,111.175652,217.362701
2002-10-15,198.477051,34.916367,152.355225,125.558884,150.835861
2002-11-15,65.477692,112.778099,59.065304,114.926849,55.472309
2002-12-15,113.973930,112.006744,63.848454,158.048157,175.095963
2003-01-15,36.423168,164.778244,73.574799,88.129669,64.789696
2003-02-15,7.295382,212.605438,45.266632,101.173256,115.672424
2003-03-15,77.380142,285.985077,90.275116,165.862854,194.163589
2003-04-15,77.214767,162.691162,218.675705,166.366791,183.550613
2003-05-15,183.341309,94.324203,142.445221,71.089195,18.328695
2003-06-15,229.844254,96.803566,136.586609,113.724953,138.824463
2003-07-15,104.785950,111.201050,260.491913,91.783371,193.108734
2003-08-15,64.373360,43.604500,17.008629,65.965729,130.097153
2003-09-15,4.713832,325.956543,31.780724,243.817429,70.423157
2003-10-15,64.333298,185.628174,50.320160,103.875732,1.716311
2003-11-15,82.475342,71.780891,65.673454,128.818878,100.494057
2003-12-15,142.032440,260.146729,139.401230,57.174660,113.602974
2004-01-15,298.785248,203.601822,141.208267,194.109436,370.323639
2004-02-15,115.059937,79.345886,124.330482,122.622177,17.338644
2004-03-15,49.929668,75.620842,66.563156,37.713661,199.908310
2004-04-15,59.913486,75.998344,122.697731,118.040192,106.841270
2004-05-15,37.625771,96.217331,83.515320,121.836494,52.897335
2004-06-15,43.492531,112.902893,43.263634,58.183617,184.468613
2004-07-15,83.590523,145.846313,57.546463,228.781342,222.942673
2004-08-15,74.486732,146.696365,46.096207,47.963558,189.291672
2004-09-15,194.452133,93.393188,264.650024,54.611752,27.047304
2004-10-15,26.371933,163.232819,125.067802,195.668686,53.746822
2004-11-15,178.256607,85.273636,120.656845,39.713753,84.894264
2004-12-15,69.601357,116.020340,38.697491,180.256927,35.297302
2005-01-15,105.392090,71.185188,170.901993,261.592316,230.020630
2005-02-15,68.277573,63.163059,121.991364,202.601730,83.661919
2005-03-15,137.017166,245.240997,349.714996,181.267914,14.924033
2005-04-15,170.624756,116.597641,86.975388,49.429512,85.409592
2005-05-15,113.761513,52.035534,105.392296,133.019867,19.671791
2005-06-15,94.380928,35.558380,115.564285,137.242355,75.229683
2005-07-15,116.925697,194.014099,143.433090,293.772583,109.565536
2005-08-15,93.934441,67.168976,92.026878,173.642990,96.146599
2005-09-15,57.350792,200.779144,94.090591,40.210354,11.436976
2005-10-15,156.862198,92.027611,203.214172,107.990784,73.386597
2005-11-15,106.843155,180.639236,120.628296,41.858475,51.476448
2005-12-15,12.481076,126.826843,162.888626,170.320801,75.755310
